MES,FECHA VENTA,LÍNEA DE NEGOCIO,SUBCATEGORÍA 1,SUBCATEGORÍA 2,CANTIDAD,SUBTOTAL,TOTAL,COSTO 1,COSTO 2,COSTO 3,COSTO 4,COSTO 5,COSTO 6,COSTO 7,COSTO 8,COSTO 9,COSTO 10,COSTO 11,COSTO 12,COSTO 13,COSTO 14,COSTO 15,COSTO 16,COSTO 17,COSTO 18,COSTO 19,COSTO 20,COSTO 21,COSTO 22,COSTO 23,COSTO 24,COSTO 25,COSTO 26,COSTO 27,COSTO 28,COSTO 29,COSTO 30,COSTO 31,COSTO 32,COSTO 33,COSTO 34,COSTO 35,COSTO 36,COSTO 37,COSTO 38,COSTO 39,COSTO 40,COSTO 41,COSTO 42,COSTO 43,COSTO 44,COSTO 45,COSTO 46,COSTO 47,COSTO 48,COSTO 49,COSTO 50,COSTO TOTAL SIN IVA,COSTO TOTAL DEL SERVICIO,UTILIDAD BRUTA,MARGEN BRUTO,COL ESPECIAL 1,COL ESPECIAL 2,COL ESPECIAL 3,COL ESPECIAL 4,COL ESPECIAL 5,COL ESPECIAL 6
ENERO 2026,,SOK,Destilados,ESPRESSO MARTINI,10,"$2,068.97","$2,400.01",$501.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$501.66,$581.93,"$1,567.31",$0.76,COC CLASICA,,,,,
ENERO 2026,,SOK,Bebidas,RAMUNE SABORES,32,"$2,059.27","$2,388.75","$1,230.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,230.34","$1,427.20",$828.93,$0.40,BEBIDAS,,,,,
ENERO 2026,,SOK,Destilados,HAKUTSURU TOKUSEN JUNMAI,4,"$2,057.76","$2,387.00","$1,189.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,189.66","$1,380.00",$868.10,$0.42,SAKE,,,,,
ENERO 2026,,SOK,Bebidas,KUMO,29,"$2,051.29","$2,379.50","$1,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,500.00","$1,740.00",$551.29,$0.27,CERVEZA,,,,,
ENERO 2026,,SOK,Café Inf,ALMOND MILKSHAKE,41,"$2,050.86","$2,379.00",$820.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$820.00,$951.20,"$1,230.86",$0.60,CAFE INF,,,,,
ENERO 2026,,SOK,Alimentos,UMI RIKU.,8,"$2,034.48","$2,360.00",$369.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$369.64,$428.79,"$1,664.84",$0.82,*MAKIS,,,,,
ENERO 2026,,SOK,Vinos,DON LEO ZIFANDEL BT,2,"$2,029.66","$2,354.41",$834.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$834.48,$968.00,"$1,195.18",$0.59,VINO ROSADO,,,,,
ENERO 2026,,SOK,Bebidas,PIÑADA,25,"$1,981.90","$2,299.00",$241.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$241.93,$280.64,"$1,739.97",$0.88,BEBIDAS,,,,,
ENERO 2026,,SOK,Bebidas,LUCKY BUDHA,12,"$1,974.14","$2,290.00",$780.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$780.00,$904.80,"$1,194.14",$0.60,CERVEZA,,,,,
ENERO 2026,,SOK,Alimentos,ESPARRAGO,19,"$1,965.52","$2,280.00",$582.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$582.83,$676.08,"$1,382.69",$0.70,SIDES,,,,,
ENERO 2026,,SOK,Destilados,HATO,12,"$1,965.52","$2,280.00",$353.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$353.79,$410.40,"$1,611.73",$0.82,COC SOKO,,,,,
ENERO 2026,,SOK,Alimentos,NENDO.,8,"$1,965.52","$2,280.00",$393.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$393.62,$456.60,"$1,571.90",$0.80,*MAKIS,,,,,
ENERO 2026,,SOK,Destilados,SAKE CASA CP,32,"$1,939.66","$2,250.01",$249.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$249.93,$289.92,"$1,689.73",$0.87,SAKE,,,,,
ENERO 2026,,SOK,Bebidas,EVIAN MIN 750ml,19,"$1,909.48","$2,215.00","$1,015.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,015.52","$1,178.00",$893.96,$0.47,BEBIDAS,,,,,
ENERO 2026,,SOK,Bebidas,ORION OKINAWA´S CRAFT 335,11,"$1,896.55","$2,200.00",$880.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$880.00,"$1,020.80","$1,016.55",$0.54,CERVEZA,,,,,
ENERO 2026,,SOK,Destilados,ICHIGO,10,"$1,896.55","$2,200.00",$394.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$394.28,$457.36,"$1,502.27",$0.79,COC SOKO,,,,,
ENERO 2026,,SOK,Vinos,CHATEAU BIANCA,2,"$1,879.31","$2,180.00",$843.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$843.10,$978.00,"$1,036.21",$0.55,VINO BCO,,,,,
ENERO 2026,,SOK,Alimentos,GOHAN,46,"$1,818.97","$2,110.01",$142.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$142.60,$165.42,"$1,676.37",$0.92,SOPAS/YAMIKESHI/GYOZAS,,,,,
ENERO 2026,,SOK,Destilados,COSMOPOLITAN,11,"$1,754.31","$2,035.00",$674.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$674.30,$782.19,"$1,080.01",$0.62,COC CLASICA,,,,,
ENERO 2026,,SOK,Alimentos,TM SALMÓN,22,"$1,746.61","$2,026.07",$347.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$347.71,$403.35,"$1,398.90",$0.80,TEMAKI,,,,,
ENERO 2026,,SOK,Bebidas,CLAMATO,39,"$1,727.05","$2,003.38",$244.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$244.44,$283.56,"$1,482.61",$0.86,BEBIDAS,,,,,
ENERO 2026,,SOK,Alimentos,ACEITE TRUFA,34,"$1,691.38","$1,962.00",$197.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$197.03,$228.55,"$1,494.35",$0.88,EXTRAS,,,,,
ENERO 2026,,SOK,Destilados,SAMBUCA NEGRO,20,"$1,687.93","$1,958.00",$516.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$516.00,$598.56,"$1,171.93",$0.69,LICORES,,,,,
ENERO 2026,,SOK,Café Inf,"MATCHA, TÉ VERDE",34,"$1,677.03","$1,945.35",$680.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$680.00,$788.80,$997.03,$0.59,CAFE INF,,,,,
ENERO 2026,,SOK,Alimentos,SH KING SALMON,5,"$1,616.38","$1,875.00",$396.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$396.75,$460.24,"$1,219.63",$0.75,SASHIMI,,,,,
ENERO 2026,,SOK,Vinos,HITO 21,2,"$1,603.45","$1,860.00",$679.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$679.31,$788.00,$924.14,$0.58,VINO ROSADO,,,,,
ENERO 2026,,SOK,Destilados,PATRÓN CRISTALINO,8,"$1,593.10","$1,848.00",$481.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$481.60,$558.66,"$1,111.50",$0.70,TEQUILA,,,,,
ENERO 2026,,SOK,Destilados,APEROL SPRITZ,10,"$1,590.52","$1,845.00",$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,"$1,590.52",$1.00,COC PROMO,,,,,
ENERO 2026,,SOK,Destilados,"HAKUTSURU SAYURI, NIGORI",4,"$1,586.21","$1,840.00",$536.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$536.79,$622.68,"$1,049.42",$0.66,SAKE,,,,,
ENERO 2026,,SOK,Destilados,GEISHA NAMA,10,"$1,578.36","$1,830.90",$536.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$536.51,$622.35,"$1,041.85",$0.66,COC SOKO,,,,,
ENERO 2026,,SOK,Destilados,400 CONEJOS ESPADIN,13,"$1,568.97","$1,820.01",$520.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$520.00,$603.20,"$1,048.97",$0.67,MEZCAL,,,,,
ENERO 2026,,SOK,Vinos,NAMA TTO NEBB CP,21,"$1,546.98","$1,794.50","$1,512.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,512.04","$1,753.96",$34.94,$0.02,VINOS CP,,,,,
ENERO 2026,,SOK,Alimentos,TOKUBETSU.,6,"$1,525.86","$1,770.00",$193.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$193.47,$224.42,"$1,332.39",$0.87,*MAKIS,,,,,
ENERO 2026,,SOK,Destilados,MACALLAN 12,5,"$1,508.62","$1,750.00",$572.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$572.00,$663.52,$936.62,$0.62,WHISKY,,,,,
ENERO 2026,,SOK,Café Inf,APAPACHO ALIVIA,30,"$1,484.48","$1,722.00",$420.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$420.00,$487.20,"$1,064.48",$0.72,CAFE INF,,,,,
ENERO 2026,,SOK,Bebidas,SIDRAL MUNDET,31,"$1,469.83","$1,705.00",$565.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$565.75,$656.27,$904.08,$0.62,BEBIDAS,,,,,
ENERO 2026,,SOK,Vinos,NAMA CHENIN BLANC BT,2,"$1,465.52","$1,700.00",$484.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$484.48,$562.00,$981.04,$0.67,VINO BCO,,,,,
ENERO 2026,,SOK,Destilados,BAILEYS,20,"$1,452.64","$1,685.06",$516.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$516.00,$598.56,$936.64,$0.64,LICORES,,,,,
ENERO 2026,,SOK,Alimentos,SH AKAMI,9,"$1,439.72","$1,670.08",$476.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$476.70,$552.97,$963.02,$0.67,SASHIMI,,,,,
ENERO 2026,,SOK,Destilados,STOLICHNAYA,10,"$1,422.41","$1,650.00",$224.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$224.00,$259.84,"$1,198.41",$0.84,VODKA,,,,,
ENERO 2026,,SOK,Destilados,MONTELOBOS ESPADIN,10,"$1,421.55","$1,649.00",$520.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$520.00,$603.20,$901.55,$0.63,MEZCAL,,,,,
ENERO 2026,,SOK,Alimentos,HAMBURGUESA SMASH,9,"$1,393.97","$1,617.01",$469.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$469.69,$544.84,$924.28,$0.66,MENU ESPECIAL,,,,,
ENERO 2026,,SOK,Bebidas,PEÑAFIEL MIN 355 ML,34,"$1,375.00","$1,595.00",$647.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$647.47,$751.06,$727.53,$0.53,BEBIDAS,,,,,
ENERO 2026,,SOK,Alimentos,TM O TORO,7,"$1,297.41","$1,505.00",$217.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$217.67,$252.49,"$1,079.74",$0.83,TEMAKI,,,,,
ENERO 2026,,SOK,Destilados,CONDESA CLASICA CP,8,"$1,251.94","$1,452.25",$521.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$521.93,$605.44,$730.01,$0.58,GINEBRA,,,,,
ENERO 2026,,SOK,Alimentos,TAKASHI.,5,"$1,250.00","$1,450.00",$248.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$248.10,$287.80,"$1,001.90",$0.80,*MAKIS,,,,,
ENERO 2026,,SOK,Café Inf,EXPRESSO,25,"$1,232.76","$1,430.00",$425.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$425.00,$493.00,$807.76,$0.66,CAFE INF,,,,,
ENERO 2026,,SOK,Bebidas,CERVEZA KUMO,15,"$1,146.55","$1,330.00",$775.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$775.86,$900.00,$370.69,$0.32,CERVEZA,,,,,
ENERO 2026,,SOK,Destilados,HIBIKI,3,"$1,117.24","$1,296.00",$470.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$470.69,$546.00,$646.55,$0.58,WHISKY,,,,,
ENERO 2026,,SOK,Vinos,RESALTE VENDIMIA SELEC,1,"$1,112.07","$1,290.00",$564.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$564.66,$655.00,$547.41,$0.49,VINO TINTO,,,,,
ENERO 2026,,SOK,Alimentos,DESCORCHE COCINA,7,"$1,112.07","$1,290.00",$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,"$1,112.07",$1.00,SERVICIOS,,,,,
ENERO 2026,,SOK,Destilados,HENDRICKS,5,"$1,077.59","$1,250.00",$312.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$312.00,$361.92,$765.59,$0.71,GINEBRA,,,,,
ENERO 2026,,SOK,Bebidas,SPRITE ZERO,22,"$1,043.10","$1,210.00",$389.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$389.36,$451.66,$653.74,$0.63,BEBIDAS,,,,,
ENERO 2026,,SOK,Alimentos,SH O TORO,3,"$1,021.55","$1,185.00",$168.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$168.58,$195.55,$852.97,$0.83,SASHIMI,,,,,
ENERO 2026,,SOK,Destilados,JAZUMIN,6,"$1,008.62","$1,170.00",$266.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$266.91,$309.62,$741.71,$0.74,COC SOKO,,,,,
ENERO 2026,,SOK,Destilados,CENTENARIO REPOSADO,8,"$1,000.00","$1,160.00",$192.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$192.64,$223.46,$807.36,$0.81,TEQUILA,,,,,
ENERO 2026,,SOK,Alimentos,YAKIMESHI SHORT RIB,5,$993.10,"$1,152.00",$382.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$382.73,$443.97,$610.37,$0.61,MENU ESPECIAL,,,,,
ENERO 2026,,SOK,Destilados,PAMA SPRITZ,4,$931.03,"$1,079.99",$320.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$320.12,$371.34,$610.91,$0.66,COC SOKO,,,,,
ENERO 2026,,SOK,Café Inf,AFRICAN CHAI,18,$931.03,"$1,079.99",$252.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$252.00,$292.32,$679.03,$0.73,CAFE INF,,,,,
ENERO 2026,,SOK,Destilados,PATRÓN SILVER,9,$931.03,"$1,079.99",$304.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$304.93,$353.72,$626.10,$0.67,TEQUILA,,,,,
ENERO 2026,,SOK,Alimentos,SH ROBALO,8,$931.03,"$1,079.99",$255.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$255.13,$295.95,$675.90,$0.73,SASHIMI,,,,,
ENERO 2026,,SOK,Alimentos,SH HUACHINANGO,8,$907.76,"$1,053.00",$431.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$431.56,$500.61,$476.20,$0.52,SASHIMI,,,,,
ENERO 2026,,SOK,Alimentos,POLLO ORGANICO.,3,$905.17,"$1,050.00",$139.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$139.80,$162.17,$765.37,$0.85,*TEPPANYAKI,,,,,
ENERO 2026,,SOK,Destilados,FINO SPRITZ,5,$899.28,"$1,043.16",$238.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$238.53,$276.70,$660.75,$0.73,COC SOKO,,,,,
ENERO 2026,,SOK,Alimentos,PAPA RALLADA,9,$892.24,"$1,035.00",$264.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$264.99,$307.39,$627.25,$0.70,SIDES,,,,,
ENERO 2026,,SOK,Destilados,PALOMA,5,$883.62,"$1,025.00",$191.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$191.84,$222.54,$691.78,$0.78,COC CLASICA,,,,,
ENERO 2026,,SOK,Destilados,PACHARAN BASARANA,9,$853.45,$990.00,$172.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$172.80,$200.45,$680.65,$0.80,LICORES,,,,,
ENERO 2026,,SOK,Alimentos,KAISEN.,4,$844.83,$980.00,$255.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$255.28,$296.12,$589.55,$0.70,*MAKIS,,,,,
ENERO 2026,,SOK,Destilados,TINTO VERANO NAMA,5,$840.52,$975.00,$332.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$332.87,$386.13,$507.65,$0.60,COC CLASICA,,,,,
ENERO 2026,,SOK,Alimentos,NG ALMEJA CHOCOLATA,14,$820.69,$952.00,$362.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$362.55,$420.55,$458.14,$0.56,SUG NIGIRI,,,,,
ENERO 2026,,SOK,Destilados,NIGAI,5,$818.97,$950.01,$131.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$131.35,$152.36,$687.62,$0.84,COC SOKO,,,,,
ENERO 2026,,SOK,Vinos,NAMA SANGIOVESE BT,1,$818.97,$950.01,$318.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$318.97,$370.00,$500.00,$0.61,VINO TINTO,,,,,
ENERO 2026,,SOK,Alimentos,TM CHUTORO,5,$797.41,$925.00,$147.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$147.41,$171.00,$650.00,$0.82,TEMAKI,,,,,
ENERO 2026,,SOK,Vinos,MONOPOLE XXI,1,$767.24,$890.00,$344.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$344.83,$400.00,$422.41,$0.55,VINO BCO,,,,,
ENERO 2026,,SOK,Destilados,CONDESA XOCONOSTLE CP,5,$765.52,$888.00,$303.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$303.45,$352.00,$462.07,$0.60,GINEBRA,,,,,
ENERO 2026,,SOK,Alimentos,TORO TAKU NEW STYLE.,3,$762.93,$885.00,$219.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$219.77,$254.93,$543.16,$0.71,*MAKIS,,,,,
ENERO 2026,,SOK,Alimentos,SOPA MISO.,8,$758.62,$880.00,$75.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$75.25,$87.29,$683.37,$0.90,*SOPAS/YAMIKESHI/GYOZAS,,,,,
ENERO 2026,,SOK,Bebidas,SPRITE,16,$758.62,$880.00,$296.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$296.55,$344.00,$462.07,$0.61,BEBIDAS,,,,,
ENERO 2026,,SOK,Vinos,NAMA TINTO,2,$732.76,$850.00,$720.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$720.02,$835.22,$12.74,$0.02,VINO TINTO,,,,,
ENERO 2026,,SOK,Destilados,TOKI,3,$698.28,$810.00,$152.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$152.28,$176.64,$546.00,$0.78,WHISKY,,,,,
ENERO 2026,,SOK,Destilados,ZACAPA 23,3,$663.36,$769.50,$276.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$276.00,$320.16,$387.36,$0.58,RON,,,,,
ENERO 2026,,SOK,Destilados,CASA DRAGONES BLANCO,3,$646.55,$750.00,$375.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$375.10,$435.12,$271.45,$0.42,TEQUILA,,,,,
ENERO 2026,,SOK,Alimentos,TM AKAMI,7,$633.62,$735.00,$206.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$206.38,$239.40,$427.24,$0.67,TEMAKI,,,,,
ENERO 2026,,SOK,Alimentos,CRAB CAKE,4,$620.69,$720.00,$229.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$229.92,$266.71,$390.77,$0.63,MENU ESPECIAL,,,,,
ENERO 2026,,SOK,Alimentos,SH PULPO,5,$603.45,$700.00,$428.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$428.91,$497.54,$174.54,$0.29,SASHIMI,,,,,
ENERO 2026,,SOK,Destilados,ROKU,4,$603.45,$700.00,$199.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$199.52,$231.44,$403.93,$0.67,GINEBRA,,,,,
ENERO 2026,,SOK,Destilados,CHARTREUSE VERDE,2,$586.21,$680.00,$172.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$172.00,$199.52,$414.21,$0.71,LICORES,,,,,
ENERO 2026,,SOK,Alimentos,UNAGI KING.,3,$581.90,$675.00,$132.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$132.90,$154.16,$449.00,$0.77,*MAKIS,,,,,
ENERO 2026,,SOK,Destilados,MARTELL VSOP,3,$568.97,$660.01,$200.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.17,$232.20,$368.80,$0.65,LICORES,,,,,
ENERO 2026,,SOK,Alimentos,KOSHO EDAMAME.,4,$534.48,$620.00,$131.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$131.57,$152.62,$402.91,$0.75,*ENTRADAS,,,,,
ENERO 2026,,SOK,Destilados,TAKASHIMISU JUNMAI,1,$534.48,$620.00,$225.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$225.00,$261.00,$309.48,$0.58,SAKE,,,,,
ENERO 2026,,SOK,Destilados,HABANA 7 AÑOS,4,$517.24,$600.00,$96.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$96.00,$111.36,$421.24,$0.81,RON,,,,,
ENERO 2026,,SOK,Destilados,CAMPARI,5,$517.24,$600.00,$158.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$158.00,$183.28,$359.24,$0.69,LICORES,,,,,
ENERO 2026,,SOK,Café Inf,REMEDIO ABUELA,10,$517.24,$600.00,$160.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$160.00,$185.60,$357.24,$0.69,CAFE INF,,,,,
ENERO 2026,,SOK,Destilados,SHIRO SOUR,2,$500.00,$580.00,$190.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$190.64,$221.14,$309.36,$0.62,COC SOKO,,,,,
ENERO 2026,,SOK,Alimentos,PURE PAPA,5,$495.69,$575.00,$78.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$78.52,$91.09,$417.17,$0.84,SIDES,,,,,
ENERO 2026,,SOK,Destilados,DON JULIO BLANCO,3,$491.38,$570.00,$111.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$111.31,$129.12,$380.07,$0.77,TEQUILA,,,,,
ENERO 2026,,SOK,Destilados,FLOR CAÑA 12,3,$491.38,$570.00,$175.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$175.86,$204.00,$315.52,$0.64,RON,,,,,
ENERO 2026,,SOK,Alimentos,KISANDA.,2,$413.79,$480.00,$124.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$124.49,$144.41,$289.30,$0.70,*MAKIS,,,,,
ENERO 2026,,SOK,Alimentos,ENSALADA BETABEL.,3,$400.86,$465.00,$94.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$94.19,$109.26,$306.67,$0.77,*ENSALADAS,,,,,
ENERO 2026,,SOK,Alimentos,SASHINMI MIXTO.,1,$387.93,$450.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$387.93,$1.00,*SASHIMI,,,,,
